[01-Jul-2015 23:17:59]  <Rig> He doesn't bother though. Perhaps the mesh of magic will better approximate his father's, who will probably be the first person Miyama would think of.
[01-Jul-2015 23:18:40]  <IllFlower> The lights flicker slightly, as if they're candles in a light breeze.
[01-Jul-2015 23:19:05]  <Rig> Kazuki glances over at Ayako for reassurance.
[01-Jul-2015 23:19:18]  <BGTB2005> Rin thinks for a moment, then asks Kazuki, "You know Miyama?"
[01-Jul-2015 23:19:45]  <Rig> "I imagine my father does."
[01-Jul-2015 23:20:22]  <Calica> do we know your father's a prophet?
[01-Jul-2015 23:20:36]  <Rig> I don't think he's kept it a secret.
[01-Jul-2015 23:20:47]  <BGTB2005> I'm running with rin pretty much just learning that :/
[01-Jul-2015 23:21:08]  <Rig> That'd be fine. We'll just say that he hasn't kept it hushed up, but he didn't advertise it.
[01-Jul-2015 23:21:18]  <Calica> "Your father...he's a Prophet, right?"
[01-Jul-2015 23:21:26]  <Calica> (Ayako is more likely to remember than Rin is)
[01-Jul-2015 23:22:49]  <Rig> Kazuki nods, "He is. Miyama would at least know him by that."
[01-Jul-2015 23:23:43]  <Rig> "She's been a while," Kazuki says idly.
[01-Jul-2015 23:24:39]  <IllFlower> Oh, I was waiting for you to finish.
[01-Jul-2015 23:25:12]  <Calica> suddenly, without warning, Hikari gets struck by a lightning bolt
[01-Jul-2015 23:25:20]  <Rig> Oh, feel free to ignore that then. I just didn't know if Rin wanted to push further about the Prophetness.
[01-Jul-2015 23:26:01]  <Icon> I didn't know what to say :I
[01-Jul-2015 23:26:36]  <IllFlower> The Prophetness would make a good alt hip-hop album title.
[01-Jul-2015 23:26:47]  <Rig> Hikari would probably have a lot of the Prophets' names memorized.
[01-Jul-2015 23:26:49]  <IllFlower> Anyway.
[01-Jul-2015 23:28:08]  <IllFlower> "Not the Sakura I was expecting."
[01-Jul-2015 23:28:37]  <IllFlower> The voice is deep and a little too calm. Like the villain in some British film.
[01-Jul-2015 23:29:05]  *** Xeniera <~Max@75-175-57-214.ptld.qwest.net> has joined #madokamadness
[01-Jul-2015 23:29:05]  *** ChanServ sets mode: +o Xeniera
[01-Jul-2015 23:29:54]  <Xeniera> Well, I have a car of my own now
[01-Jul-2015 23:30:02]  <IllFlower> Naoki Miyama is dressed in a light yukata. Unseasonable, considering it's still January.
[01-Jul-2015 23:30:12]  <Xeniera> oh oops
[01-Jul-2015 23:30:16]  <BGTB2005> magic, clearly
[01-Jul-2015 23:30:37]  <Calica> the arc ends with Prophet Miyama dropping a car on the Conservators
[01-Jul-2015 23:30:58]  <IllFlower> "What brings you here?"
[01-Jul-2015 23:31:32]  <Calica> "We're here to talk about some recent issues with the Consilium Renascens."
[01-Jul-2015 23:31:44]  <Rig> Kazuki steels himself to address the man... and finds himself cut off by Ayako.
[01-Jul-2015 23:31:53]  <IllFlower> pwned
[01-Jul-2015 23:32:35]  <IllFlower> "You'll have to forgive me. I wasn't aware the council was under the oversight of the Conservators."
[01-Jul-2015 23:34:53]  <Rig> Is Ayako gonna continue?
[01-Jul-2015 23:35:44]  <Calica> Ayako ponders a response.  A breach of the Order's heirarchy must be very carefully considered.
[01-Jul-2015 23:35:58]  <Calica> (Her pondering leaves her open to getting cut off by Kazuki or Hikari)
[01-Jul-2015 23:36:03]  <Calica> (not putting much stock in Rin tbh)
[01-Jul-2015 23:37:01]  <Rig> "There were some irregularities with the council. We were sent to investigate them and we've been lead to you."
[01-Jul-2015 23:37:36]  <Rig> "Do you mind if we go somewhere private?" Kazuki says, feeling that this conversation would be better suited outside of the lobby of this inn.
[01-Jul-2015 23:39:05]  <IllFlower> Miyama thinks for a moment.
[01-Jul-2015 23:39:19]  <IllFlower> "I do have a room," he then says, with a cordial smile.
[01-Jul-2015 23:39:32]  <Rig> Oh, Miyama-san, you're so forward.
[01-Jul-2015 23:40:24]  <Rig> Kazuki nods, "That might be more appropriate, if you don't mind."
[01-Jul-2015 23:41:48]  <IllFlower> they_had_lots_of_sex_afterwards
[01-Jul-2015 23:42:55]  <Icon> Woah, woah, woah
[01-Jul-2015 23:43:13]  <IllFlower> The back of Miyama's room opens onto a view from the top of the hill onto a number of small villages in the distance. He does at least have nice taste in vacation accommodations.
[01-Jul-2015 23:43:32]  <BGTB2005> Naokai's what, over twice Kazuki's age?
[01-Jul-2015 23:43:43]  <Calica> BGTB2005: i see you don't understand true love :p
[01-Jul-2015 23:44:07]  <IllFlower> Miyama gestures to the Conservators to enter, closing the sliding door behind them afterwards.
[01-Jul-2015 23:44:07]  <BGTB2005> the Kazuki/Naoki shippers won't care
[01-Jul-2015 23:44:36]  <Calica> let me guess, the door will next make an ominous *click*
[01-Jul-2015 23:44:54]  <IllFlower> "Tea?" he asks. A pot sits on the room's center table.
[01-Jul-2015 23:45:09]  <Calica> ("Depends, do you have cookies?")
[01-Jul-2015 23:45:13]  <BGTB2005> pfff
[01-Jul-2015 23:47:26]  <IllFlower> "Guess not," he says, taking a seat at one end of the table. "Well, then, you'll have to describe to me what these... irregularities are that brought you all the way out here."
[01-Jul-2015 23:47:39]  <Rig> Sorry, stepped out to grab a glass of water.
[01-Jul-2015 23:48:26]  <Calica> "Are you familiar with a Takako Murata?"
[01-Jul-2015 23:48:47]  <Calica> "She was the only voter on a surprising number of initiatiations."
[01-Jul-2015 23:50:33]  <IllFlower> "The council messenger, yes. Voting?"
[01-Jul-2015 23:51:29]  <Calica> "That's what appeared when we checked the messages.  That and something about a key?"
[01-Jul-2015 23:52:56]  <IllFlower> Miyama's face lights up with an obviously feigned curiosity.
[01-Jul-2015 23:53:27]  <Icon> He sounds really punchable right now.
[01-Jul-2015 23:53:28]  <IllFlower> "This is very unusual. What is this key you're talking about?"
[01-Jul-2015 23:53:59]  <IllFlower> He offered you tea! Come, now, where is your courtesy?
[01-Jul-2015 23:54:21]  <Icon> Point.
[01-Jul-2015 23:54:30]  <Rig> Kazuki certainly would have accepted tea, but someone couldn't wait for me to get back from getting water.
[01-Jul-2015 23:58:03]  <Rig> I dunno where Ayako was going with the key thing.
[01-Jul-2015 23:58:11]  <IllFlower> So are we punching him, answering his question, what?
[01-Jul-2015 23:58:16]  <Calica> the key thing was something murata called herself
[01-Jul-2015 23:58:32]  <Calica> "It's something Murata called herself when we confronted her."
[01-Jul-2015 23:58:39]  <Rig> Yeah, but I don't have anything interesting to say about answering his question other than... well that.
[02-Jul-2015 00:01:19]  <Icon> Same. :v
[02-Jul-2015 00:01:30]  <IllFlower> Sorry, just a sec.
[02-Jul-2015 00:04:36]  <IllFlower> Miyama laughs. "Shot the messenger, did we...
[02-Jul-2015 00:04:44]  <IllFlower> "I'm sorry, but I'm still not sure what you're getting at."
[02-Jul-2015 00:05:06]  <IllFlower> He drums on the table with the fingers on his right hand.
[02-Jul-2015 00:05:23]  <IllFlower> "I'm sure you know this, but I resigned from the Consilium Renascens several months ago."
[02-Jul-2015 00:06:30]  *** SpruceZeus <~chatzilla@232.166-62-69.ftth.swbr.surewest.net> has quit IRC (Ping timeout: 206 seconds)
[02-Jul-2015 00:06:36]  <Rig> "The thing is, Murata tells us you were the one who suggested she act as their messenger. Murata's forged records continued recruiting initiates from a school that made no sense for continued recruiting." Kazuki says. 
[02-Jul-2015 00:07:23]  <Rig> "We were wondering if you were aware of Murata's possession when you suggested her."
[02-Jul-2015 00:08:06]  <IllFlower> Miyama's eyebrows dart upward. "Possession?"
[02-Jul-2015 00:09:28]  *** SpruceZeus <~chatzilla@232.166-62-69.ftth.swbr.surewest.net> has joined #madokamadness
[02-Jul-2015 00:10:16]  <IllFlower> Then: "I certainly wouldn't have recommended someone I knew to be compromised."
[02-Jul-2015 00:10:21]  <Rig> "Possession. Murata was being forced to deliver those forgeries. When we confronted her she mentioned..." Kazuki trails off as he remembers something.
[02-Jul-2015 00:10:39]  <IllFlower> Do tell.
[02-Jul-2015 00:11:35]  <BGTB2005> "Murata said something about something being locked away." Rin looks to Ayako. "What were the words she used?"
[02-Jul-2015 00:11:58]  <Rig> Kazuki turns back to Miyama. "Murata mentioned your daughter. We have reason to believe that whoever was forging those records was targeting one of the judges from her case."
[02-Jul-2015 00:12:10]  <Rig> "But you don't know the names of any of the judges, do you?"
[02-Jul-2015 00:13:53]  <IllFlower> "Of course. They were kept under seal."
[02-Jul-2015 00:15:03]  <Rig> I do not know.
[02-Jul-2015 00:16:10]  <IllFlower> Eh?
[02-Jul-2015 00:16:17]  <Calica> where to go next, probably
[02-Jul-2015 00:16:33]  <BGTB2005> punching, clearly
[02-Jul-2015 00:16:37]  <Calica> Ayako turns to Rin.  "I think it was «history will be unlocked».  What this has to do with Sena, I'm not sure."
[02-Jul-2015 00:16:39]  <Rig> Yeah, that partially. But I'm also not super convinced that Miyama is the person we want.
[02-Jul-2015 00:16:51]  <Rig> Which is probably dumb.
[02-Jul-2015 00:18:23]  <Icon> At most he knows but is pretty reticent about really, well, helping us much.
[02-Jul-2015 00:18:45]  <IllFlower> Well, yeah, if it *is* him he's going to shut the hell up.
[02-Jul-2015 00:19:29]  <Rig> "Do you know anyone else who would be particularly motivated to attack those judges?"
[02-Jul-2015 00:19:48]  <Icon> IllFlower: And by that I mean I don't know how to un-shut him up
[02-Jul-2015 00:21:23]  <IllFlower> "I have to admit, if you're looking for someone with a motive, I'd be close to the top of the list.
[02-Jul-2015 00:21:37]  <BGTB2005> "I think Murata said something about the father tuning the key, and 'the daughter is locked away'?" Rin says to Ayako.
[02-Jul-2015 00:21:54]  <IllFlower> "Let me ask, though. *You* seem to be very familiar with the identity of that judge."
[02-Jul-2015 00:22:51]  <Rig> "They came to us concerned about the attacks," Kazuki says.
[02-Jul-2015 00:23:40]  <IllFlower> "To you. Conservators.
[02-Jul-2015 00:23:45]  <IllFlower> "Why would that be their first thought?"
[02-Jul-2015 00:24:33]  <IllFlower> Miyama resumes drumming on the table.
[02-Jul-2015 00:24:53]  <IllFlower> "A judge, a Prophet, going to an initiate for assistance. Surely that's not the whole story."
[02-Jul-2015 00:25:52]  *** Medicine <~Vick@d67-193-23-119.home3.cgocable.net> has quit IRC (Quit: Leaving)
[02-Jul-2015 00:26:26]  <Calica> "We were investigating the deaths of two initiates and it led us to you."
[02-Jul-2015 00:26:32]  <Rig> "An initiate?" Kazuki says. "A Conservator. It is our job to protect. Prophets aren't above help."
[02-Jul-2015 00:26:52]  <Rig> Perhaps we should try a conflict?
[02-Jul-2015 00:28:01]  <IllFlower> "Perhaps not, but even a Conservator would be rather far down the list for most Prophets.
[02-Jul-2015 00:28:19]  <IllFlower> "Unless... there were some kind of special relationship between them."
[02-Jul-2015 00:30:01]  <IllFlower> Miyama looks up and addresses his target directly. "Sakura? Is that indeed the case?"
[02-Jul-2015 00:30:36]  <Rig> "You know my name." Kazuki says.
[02-Jul-2015 00:30:42]  <IllFlower> I think it should be pretty clear what Miyama's after, but Kazuki?
[02-Jul-2015 00:31:46]  <Rig> I dunno. Outside of just getting the information from him, but I'm not terribly convinced that he's who we want.
[02-Jul-2015 00:33:16]  <IllFlower> Well, there's still conflict material. Miyama's trying to wheedle out that identity from Kazuki.
[02-Jul-2015 00:33:55]  <Rig> True, but if he doesn't already know that he doesn't have anything Kazuki really wants.
[02-Jul-2015 00:34:15]  <Rig> Kazuki stakes would simply be keeping the information secret.
[02-Jul-2015 00:34:18]  <BGTB2005> he probably does and just wants to confirm
[02-Jul-2015 00:34:58]  <IllFlower> I think it's pretty obvious Miyama knows or thinks he does.
[02-Jul-2015 00:35:23]  <Rig> So then the stakes would simply be finding out if he possessed Murata or made her forge documents.
[02-Jul-2015 00:35:39]  <IllFlower> Do you want to try and get him to confess to that, then?
[02-Jul-2015 00:35:51]  <Rig> Well, see, we've talked about that before...
[02-Jul-2015 00:36:07]  <Rig> Winning a conflict where the stakes are "confession" doesn't actually mean they did it. :P
[02-Jul-2015 00:36:38]  <IllFlower> Well, you'd have to go about it differently.
[02-Jul-2015 00:36:54]  <IllFlower> Either put him in a situation where he feels he has no option but to tell the truth, or make him think you're harmless.
[02-Jul-2015 00:37:42]  <IllFlower> I mean, you could always threaten him if you think that might work.
[02-Jul-2015 00:38:01]  <BGTB2005> but what good is a confession then?
[02-Jul-2015 00:38:02]  <Rig> Well, guilt or sorrow would be an interesting motivator.
[02-Jul-2015 00:38:03]  *** AttObl <~AttObl@2602:306:ccc6:8ea0:8d5c:bfa7:627e:6f9f> has quit IRC (Read error: Connection reset by peer)
[02-Jul-2015 00:38:23]  <Rig> I have some ideas. Confession sounds fine for stakes.
[02-Jul-2015 00:38:37]  <IllFlower> I know I said this is Madoka, the police procedural, but I never said you had to play the *good* cops. ;)
[02-Jul-2015 00:38:55]  <Rig> When have we ever played the good cops?
[02-Jul-2015 00:39:02]  <Icon> Stakes: He bursts into tears telling the truth
[02-Jul-2015 00:39:08]  <IllFlower> Hypothetically, you know.
[02-Jul-2015 00:39:24]  <IllFlower> @dice roll 4d4
[02-Jul-2015 00:39:24]  <Omnipresence> 14IllFlower: Rolled 3 3 3 4 = 13.
[02-Jul-2015 00:39:42]  <Rig> Should we proceed to conflictionate?
[02-Jul-2015 00:39:53]  <Icon> Let's conflictionize
[02-Jul-2015 00:40:07]  *** AttObl <~AttObl@2602:306:ccc6:8ea0:d9de:7bfe:3d67:b64a> has joined #madokamadness
[02-Jul-2015 00:40:15]  <IllFlower> Who's party to this one?
[02-Jul-2015 00:40:30]  <Calica> I think all the conservators would be invested but
[02-Jul-2015 00:40:38]  <BGTB2005> yeah
[02-Jul-2015 00:40:48]  <Rig> Kazuki is obvious.
[02-Jul-2015 00:41:10]  <IllFlower> I'm kidna wondering about this since Miyama's stakes are pegged entirely on Kazuki.
[02-Jul-2015 00:41:24]  <Rig> Yeah, I don't think pulling in the other conservators makes sense.
[02-Jul-2015 00:41:44]  <Icon> So Kazuki/Miyama?
[02-Jul-2015 00:41:47]  <Rig> Kazuki could use them as help, but otherwise, yeah.
[02-Jul-2015 00:42:41]  <IllFlower> Okay, time to put some numbers down.
[02-Jul-2015 00:42:46]  <Rig> Ac and Ht?
[02-Jul-2015 00:43:21]  <IllFlower> Talking?
[02-Jul-2015 00:43:49]  <Rig> Yeah.
[02-Jul-2015 00:43:52]  <IllFlower> Sure, let's do that.
[02-Jul-2015 00:43:57]  <IllFlower> @dice new 11d6
[02-Jul-2015 00:43:57]  <Omnipresence> 14IllFlower: Rolled 1 3 3 3 4 5 5 5 5 5 6 = 45. Bank now has 1 3 3 3 4 5 5 5 5 5 6 = 45.
[02-Jul-2015 00:44:03]  <Rig> I don't think we're quite to throwing punches.
[02-Jul-2015 00:44:07]  <Rig> @dice new 8d6 1d4
[02-Jul-2015 00:44:07]  <Omnipresence> 14Rig: Rolled 1 1 2 2 2 3 4 6 6 = 27. Bank now has 1 1 2 2 2 3 4 6 6 = 27.
[02-Jul-2015 00:44:57]  <Calica> 1d4?
[02-Jul-2015 00:45:03]  <IllFlower> I'm going to assign a 1d10 relationship to Kazuki's mother and roll it in, since her identity's at stake.
[02-Jul-2015 00:45:07]  <Rig> Relationship with his mother.
[02-Jul-2015 00:45:28]  <IllFlower> You can raise first.
[02-Jul-2015 00:46:37]  *** Juan <~Juan_Carl@CPEbc4dfb91a083-CMbc4dfb91a080.cpe.net.cable.rogers.com> has joined #madokamadness
[02-Jul-2015 00:47:26]  <IllFlower> <Icon> So Kazuki/Miyama? // Stop with the shipping already, dammit. `_`
[02-Jul-2015 00:47:38]  <Calica> I think kazuki/miyama was a joke tbh
[02-Jul-2015 00:47:39]  <BGTB2005> no
[02-Jul-2015 00:48:27]  <Rig> Trying to think of a decent low stakes raise to start this out.
[02-Jul-2015 00:48:36]  <Rig> Don't want to jump right to the big stuff.
[02-Jul-2015 00:48:47]  <Icon> ... I did not mean it like that.
[02-Jul-2015 00:48:47]  <IllFlower> Calica: joke joke
[02-Jul-2015 00:49:09]  <BGTB2005> sure you didn't
[02-Jul-2015 00:49:21]  <Icon> I didn't!
[02-Jul-2015 00:50:08]  <Rig> "Miyama, initiates are dead. They are dead because a messenger that you suggested to the council forged records. You're saying that you have no connection to that at all?"
[02-Jul-2015 00:50:19]  <Rig> @dice use 4 3
[02-Jul-2015 00:50:19]  <Omnipresence> 14Rig: Used 3 4 = 7. Bank now has 1 1 2 2 2 6 6 = 20.
[02-Jul-2015 00:52:21]  <IllFlower> "You're saying you've never had someone betray your trust?"
[02-Jul-2015 00:52:23]  <IllFlower> @dice use 3 4
[02-Jul-2015 00:52:23]  <Omnipresence> 14IllFlower: Used 3 4 = 7. Bank now has 1 3 3 5 5 5 5 5 6 = 38.
[02-Jul-2015 00:52:54]  * Rig sees the next raise with all his twos.
[02-Jul-2015 00:53:58]  <IllFlower> "I can't help but notice you're being awfully evasive about why the hypothetical judge would have come to you first. If you have some ulterior motive, may as well confess."
[02-Jul-2015 00:54:02]  <IllFlower> @dice use 5 5
[02-Jul-2015 00:54:02]  <Omnipresence> 14IllFlower: Used 5 5 = 10. Bank now has 1 3 3 5 5 5 6 = 28.
[02-Jul-2015 00:58:14]  <Rig> "My only motive here is to protect more innocent people from dying. We only came here to present our evidence before you, but you've neglected to address even our smallest concerns. Why are you more concerned about a judge than about proving that you don't have a hand in more death?"
[02-Jul-2015 00:58:38]  <Rig> Mind if I roll negotiator for that? Or is that more "doubt others"?
[02-Jul-2015 00:58:59]  <Icon> Seems more doubtful to me.
[02-Jul-2015 00:59:38]  <IllFlower> I'd roll the latter.
[02-Jul-2015 00:59:48]  <IllFlower> Accusations don't exactly scream negotiation to me.
[02-Jul-2015 00:59:52]  <Rig> True.
[02-Jul-2015 00:59:57]  <Rig> @dice add 1d8
[02-Jul-2015 00:59:57]  <Omnipresence> 14Rig: Rolled 8 = 8. Bank now has 1 1 2 2 2 6 6 8 = 28.
[02-Jul-2015 01:00:08]  <Rig> @dice use 2 8
[02-Jul-2015 01:00:08]  <Omnipresence> 14Rig: Used 2 8 = 10. Bank now has 1 1 2 2 6 6 = 18.
[02-Jul-2015 01:00:11]  <Calica> boom
[02-Jul-2015 01:00:15]  <BGTB2005> nice
[02-Jul-2015 01:00:41]  <IllFlower> Negotiation is more like "step away from the detonator..."
[02-Jul-2015 01:02:02]  <Rig> Hm, trying to figure out how I can pull that trait in so I can actually have some dice to play with.
[02-Jul-2015 01:02:20]  <IllFlower> @dice add 1d10 >! realized that I forgot to do this.
[02-Jul-2015 01:02:20]  <Omnipresence> 14: Rolled 8 = 8. Bank now has 1 3 3 5 5 5 6 8 = 36.
[02-Jul-2015 01:02:25]  <Rig> Heh
[02-Jul-2015 01:02:34]  <Rig> Really need them now.
[02-Jul-2015 01:02:48]  <IllFlower> Yeah, you would have crushed me otherwise.
[02-Jul-2015 01:03:04]  <IllFlower> :D
[02-Jul-2015 01:04:01]  <Rig> Have we ever managed to actually get "picks his battles" into a conflict?
[02-Jul-2015 01:04:08]  <BGTB2005> maybe Kazuki could try lying?
[02-Jul-2015 01:04:17]  <Rig> Hardly a last resort yet.
[02-Jul-2015 01:04:49]  <IllFlower> No, not as far as I'm aware. It was supposed to be for, like, he wants stuff without actual escalation...
[02-Jul-2015 01:04:58]  <BGTB2005> hmm...
[02-Jul-2015 01:08:18]  <Rig> "We came to you here to prevent you from being dragged out in front of the Order again. We could have told the judge to take it to higher authorities, but we wanted to handle this on our own level. A polite level. If you dig around into your daughter's trial it just drags you deeper into the mud. Why not just be upfront with us and prevent a fiasco?"
[02-Jul-2015 01:09:03]  <Rig> Hm, trying to make it feel like negotiation, but getting someone to confess without being like "We're pretty sure you did it" is hard.
[02-Jul-2015 01:10:00]  <Rig> Is it enough to pull in the trait? Or should we fly without it?
[02-Jul-2015 01:10:21]  *** Medicine <~Vick@d67-193-23-119.home3.cgocable.net> has joined #madokamadness
[02-Jul-2015 01:10:24]  <IllFlower> Eh, good enough.
[02-Jul-2015 01:10:32]  <Rig> @dice roll 2d8
[02-Jul-2015 01:10:32]  <Omnipresence> 14Rig: Rolled 4 7 = 11.
[02-Jul-2015 01:10:40]  <IllFlower> "add"
[02-Jul-2015 01:10:40]  <Rig> @dice add 4 7
[02-Jul-2015 01:10:40]  <Omnipresence> 14Rig: Rolled 4 7 = 11. Bank now has 1 1 2 2 4 6 6 7 = 29.
[02-Jul-2015 01:10:51]  <Rig> @dice use 6 6
[02-Jul-2015 01:10:51]  <Omnipresence> 14Rig: Used 6 6 = 12. Bank now has 1 1 2 2 4 7 = 17.
[02-Jul-2015 01:12:43]  <IllFlower> "Keep everything under wraps, then, instead of going through the procedures established for exactly this kind of situation. Convenient, isn't it?"
[02-Jul-2015 01:12:54]  <IllFlower> 2d8 for "skeptical."
[02-Jul-2015 01:13:10]  <IllFlower> @dice add 2d8
[02-Jul-2015 01:13:10]  <Omnipresence> 14IllFlower: Rolled 3 4 = 7. Bank now has 1 3 3 3 4 5 5 5 6 8 = 43.
[02-Jul-2015 01:13:18]  <IllFlower> Yeah, figured that'd happen.
[02-Jul-2015 01:13:47]  <IllFlower> @dice use 8 4
[02-Jul-2015 01:13:47]  <Omnipresence> 14IllFlower: Used 4 8 = 12. Bank now has 1 3 3 3 5 5 5 6 = 31.
[02-Jul-2015 01:14:50]  <IllFlower> "And what would motivate you to go along with this? Covering for somebody you know?"
[02-Jul-2015 01:14:55]  <IllFlower> @dice use 5 5
[02-Jul-2015 01:14:55]  <Omnipresence> 14IllFlower: Used 5 5 = 10. Bank now has 1 3 3 3 5 6 = 21.
[02-Jul-2015 01:16:43]  <IllFlower> (Roll in relationship. "IT'S NONE OF YOUR FUCKING BUSINESS" Hikari shouts.)
